,rank,book,author,average rating,total ratings,number of people voted,score
322,323,Inherent Vice,Thomas Pynchon,3.77,"33,001",27,2363
323,324,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,"124,347",28,2351
324,325,Rooftops of Tehran,Mahbod Seraji,3.94,"10,268",25,2350
325,326,Fragile Things: Short Fictions and Wonders,Neil Gaiman,3.96,"68,001",27,2339
326,327,Dark Places,Gillian Flynn,3.95,"704,411",28,2317
327,328,"Poison Study (Study, #1)",Maria V. Snyder,4.10,"161,028",30,2315
328,329,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.35,"661,330",30,2300
329,330,Rules of Civility,Amor Towles,4.07,"212,051",27,2295
330,331,Against the Day,Thomas Pynchon,4.01,"9,386",25,2260
331,332,Outliers: The Story of Success,Malcolm Gladwell,4.19,"735,531",27,2259
332,333,The Kitchen House,Kathleen Grissom,4.21,"261,738",30,2255
333,334,Matterhorn,Karl Marlantes,4.24,"41,835",26,2253
334,335,"Pretties (Uglies, #2)",Scott Westerfeld,3.84,"254,072",29,2241
335,336,Explosion in Paris,Linda Masemore Pirrung,3.56,"2,500",24,2238
336,337,"All Together Dead (Sookie Stackhouse, #7)",Charlaine Harris,4.05,"197,447",29,2209
337,338,The Book of Occult,Simon W. Clark,3.64,"3,749",22,2199
338,339,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,4.40,"363,588",31,2198
339,340,"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,3.84,"819,429",29,2193
340,341,The Sea,John Banville,3.54,"30,327",26,2192
341,342,Can You Keep a Secret?,Sophie Kinsella,3.84,"426,131",26,2166
342,343,JPod,Douglas Coupland,3.70,"19,783",23,2155
343,344,"The Wedding (The Notebook, #2)",Nicholas Sparks,3.99,"154,647",25,2130
344,345,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,3.73,"199,051",26,2129
345,346,"Mayflower: A Story of Courage, Community, and War",Nathaniel Philbrick,3.87,"42,573",28,2128
346,347,The Light Between Oceans,M.L. Stedman,4.04,"445,444",26,2125
347,348,"Dead in the Family (Sookie Stackhouse, #10)",Charlaine Harris,3.90,"160,347",27,2124
348,349,Magical Thinking: True Stories,Augusten Burroughs,3.95,"56,538",24,2117
349,350,The Kindly Ones,Jonathan Littell,3.98,"12,864",23,2104
350,351,Falling Man,Don DeLillo,3.26,"16,075",21,2093
351,352,The Snow Child,Eowyn Ivey,3.99,"140,461",26,2083
352,353,A Painted House,John Grisham,3.74,"90,366",25,2078
353,354,"Evermore (The Immortals, #1)",Alyson Noel,3.59,"285,055",29,2060
354,355,The Fortress of Solitude,Jonathan Lethem,3.84,"23,444",23,2050
355,356,Circe,Madeline Miller,4.25,"877,661",23,2038
356,357,"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,3.88,"166,202",27,2036
357,358,"From Dead to Worse (Sookie Stackhouse, #8)",Charlaine Harris,4.01,"184,961",29,2027
358,359,The Reluctant Fundamentalist,Mohsin Hamid,3.73,"74,632",25,2017
359,360,"Teacher Man (Frank McCourt, #3)",Frank McCourt,3.74,"37,693",24,2001
360,360,The Invention of Wings,Sue Monk Kidd,4.25,"304,279",26,2001
361,362,"Wildalone (Wildalone Sagas, #1)",Krassi Zourkova,3.38,"4,197",20,2000
362,363,Those Who Save Us,Jenna Blum,4.11,"99,853",23,1994
363,364,"Wool Omnibus (Silo, #1)",Hugh Howey,4.21,"179,697",24,1949
364,365,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,3.87,"193,185",24,1943
365,366,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.30,"275,956",23,1937
366,367,The Dive from Clausen's Pier,Ann Packer,3.44,"24,702",23,1932
367,368,"Mistress of the Art of Death (Mistress of the Art of Death, #1)",Ariana Franklin,3.93,"39,219",23,1929
368,369,"The Scorch Trials (The Maze Runner, #2)",James Dashner,3.90,"548,357",27,1925
369,370,South of Broad,Pat Conroy,3.83,"46,360",24,1920
370,370,"My Brilliant Friend (The Neapolitan Novels, #1)",Elena Ferrante,4.02,"296,278",24,1920
371,372,"Unwind (Unwind, #1)",Neal Shusterman,4.17,"219,056",22,1905
372,373,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.69,"101,514",23,1897
373,374,I Am the Messenger,Markus Zusak,4.04,"155,394",24,1890
374,375,Dry,Augusten Burroughs,4.02,"93,808",22,1886
375,376,"The Reckoning (Darkest Powers, #3)",Kelley Armstrong,4.18,"115,278",25,1868
376,377,"Marked (House of Night, #1)",P.C. Cast,3.81,"478,268",28,1862
377,378,Three Junes,Julia Glass,3.57,"44,182",22,1848
378,379,Steve Jobs,Walter Isaacson,4.16,"1,190,214",22,1845
379,380,Bridge of Sighs,Richard Russo,3.79,"24,072",23,1839
380,381,"The Dark Tower (The Dark Tower, #7)",Stephen King,4.27,"165,214",23,1834
381,381,"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,3.99,"313,598",26,1834
382,383,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.86,"537,195",27,1818
383,384,"Darkfever (Fever, #1)",Karen Marie Moning,4.06,"175,997",23,1811
384,385,The Tender Bar: A Memoir,J.R. Moehringer,3.97,"41,065",20,1805
385,386,"The Throne of Fire (The Kane Chronicles, #2)",Rick Riordan,4.19,"197,433",24,1798
386,387,The Line of Beauty,Alan Hollinghurst,3.74,"27,105",22,1792
387,388,"The Oldest Dance (Wisdom Revolution, #2)",Misba,4.50,"5,623",21,1790
388,389,Winter's Bone,Daniel Woodrell,3.87,"35,314",24,1789
389,390,"Bloodlines (Bloodlines, #1)",Richelle Mead,4.20,"182,264",24,1786
390,391,"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,3.69,"161,745",24,1777
391,392,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,4.01,"200,161",25,1770
392,393,Quidditch Through the Ages,Kennilworthy Whisp,3.81,"172,678",27,1748
393,394,Just Listen,Sarah Dessen,4.05,"244,658",25,1740
394,395,"Torment (Fallen, #2)",Lauren Kate,3.85,"229,468",24,1716
395,396,"The High Auction (Wisdom Revolution, #1)",Misba,4.51,"5,724",19,1713
396,397,The Cellist of Sarajevo,Steven Galloway,really,liked,21,1710
397,398,"Betrayed (House of Night, #2)",P.C. Cast,3.92,"260,372",24,1705
398,399,"Tiger's Voyage (The Tiger Saga, #3)",Colleen Houck,4.27,"35,968",18,1703
399,400,Why She Left Us,David Dennis,3.52,"2,290",17,1697
400,401,"Fables, Vol. 1: Legends in Exile (Fables, #1)",Bill Willingham,3.98,"138,411",20,1695
401,402,The Windup Girl,Paolo Bacigalupi,3.75,"73,156",20,1691
402,403,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",Tracy Kidder,4.19,"82,568",20,1685
403,404,"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan,4.56,"369,579",23,1681
404,405,"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris,really,liked,24,1656
405,406,Fun Home: A Family Tragicomic,Alison Bechdel,4.08,"168,857",20,1643
406,407,The Underground Railroad,Colson Whitehead,4.05,"379,375",22,1642
407,408,"Dead and Gone (Sookie Stackhouse, #9)",Charlaine Harris,4.02,"185,003",24,1641
408,409,Drop City,T. Coraghessan Boyle,3.82,"14,525",20,1640
409,410,Death with Interruptions,José Saramago,3.99,"54,776",18,1630
410,411,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,4.46,"568,655",21,1618
411,412,The City & the City,China Miéville,3.90,"65,398",20,1613
412,412,A Tale for the Time Being,Ruth Ozeki,4.05,"110,987",18,1613
413,414,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,3.84,"186,283",20,1607
414,415,Exotic Neurotic,Kenneth Jarrett Singleton,3.68,"2,446",16,1600
415,416,"Good in Bed (Cannie Shapiro, #1)",Jennifer Weiner,3.75,"299,733",20,1596
416,417,"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,4.13,"153,944",21,1594
417,418,Between the World and Me,Ta-Nehisi Coates,4.40,"315,598",19,1588
418,419,"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,4.13,"141,101",21,1577
419,420,Infidel,Ayaan Hirsi Ali,4.18,"88,709",19,1572
420,421,"Old Man's War (Old Man's War, #1)",John Scalzi,4.23,"185,822",19,1571
421,422,"Untamed (House of Night, #4)",P.C. Cast,3.94,"230,324",23,1561
422,423,Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson,3.90,"187,405",19,1559
423,424,Safe Haven,Nicholas Sparks,4.21,"371,464",20,1548
424,425,Half Broke Horses,Jeannette Walls,4.07,"157,110",19,1543
425,426,The Children's Book,A.S. Byatt,3.66,"17,812",19,1538
426,427,"Hunted (House of Night, #5)",P.C. Cast,3.92,"177,685",23,1537
427,428,The Tenderness of Wolves,Stef Penney,3.73,"14,989",18,1536
428,429,"The Strain (The Strain Trilogy, #1)",Guillermo del Toro,3.79,"84,707",19,1507
429,430,"The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science, Cities, and the Modern World",Steven Johnson,3.89,"50,694",19,1504
430,431,Curse of The Salute,Anastacia Moore,3.55,"2,067",15,1500
431,432,Tree of Smoke,Denis Johnson,3.59,"13,139",17,1488
432,433,The Paris Wife,Paula McLain,3.82,"290,566",22,1485
433,433,The Big Short: Inside the Doomsday Machine,Michael   Lewis,4.29,"154,745",18,1485
434,435,We Were Liars,E. Lockhart,3.70,"1,021,182",19,1474
435,436,"The House of the Scorpion (Matteo Alacran, #1)",Nancy Farmer,4.08,"89,579",19,1473
436,436,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,3.94,"867,555",19,1473
437,438,"Doctor Sleep (The Shining, #2)",Stephen King,4.13,"244,116",19,1463
438,439,"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,3.87,"561,562",19,1460
439,440,"Garden Spells (Waverley Family, #1)",Sarah Addison Allen,4.06,"96,676",19,1457
440,441,"The Golden Lily (Bloodlines, #2)",Richelle Mead,4.31,"116,259",19,1454
441,441,Annihilation (Southern Reach #1),Jeff VanderMeer,3.75,"207,432",18,1454
442,443,Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.38,"909,953",17,1452
443,444,The Art of Fielding,Chad Harbach,3.98,"111,431",18,1450
444,445,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.01,"443,223",20,1448
445,446,Girl in Translation,Jean Kwok,3.98,"54,489",18,1443
446,447,The Luminaries,Eleanor Catton,3.74,"77,278",17,1442
447,448,"Full Dark, No Stars",Stephen King,4.07,"105,240",17,1437
448,449,"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",Rick Riordan,4.54,"43,837",17,1435
449,450,"The Magicians (The Magicians, #1)",Lev Grossman,3.53,"255,797",17,1424
450,451,Nights in Rodanthe,Nicholas Sparks,3.84,"167,662",18,1420
451,452,I am Charlotte Simmons,Tom Wolfe,3.44,"27,429",17,1419
452,452,It's Kind of a Funny Story,Ned Vizzini,4.09,"243,342",16,1419
453,454,The Woods,Harlan Coben,4.05,"94,257",17,1411
454,455,Lincoln in the Bardo,George Saunders,3.75,"147,569",17,1409
455,456,"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,4.03,"654,220",19,1405
456,457,Beautiful Ruins,Jess Walter,3.68,"173,090",18,1402
457,458,The Miraculous Journey of Edward Tulane,Kate DiCamillo,4.37,"102,378",17,1398
458,459,For One More Day,Mitch Albom,4.11,"142,480",18,1397
459,460,Life... Love... Kumbh...,Aporva Kala,3.58,"2,200",14,1395
460,461,"Love Is a Mix Tape: Life and Loss, One Song at a Time",Rob Sheffield,3.86,"38,800",16,1378
461,462,We Are All Completely Beside Ourselves,Karen Joy Fowler,3.71,"117,379",17,1377
462,462,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.50,"814,211",18,1377
463,464,Unless,Carol Shields,3.63,"16,178",16,1374
464,465,"Awakened (House of Night, #8)",P.C. Cast,really,liked,20,1370
465,466,HHhH,Laurent Binet,4.05,"24,351",15,1365
466,467,Quicksilver (The Baroque Cycle #1),Neal Stephenson,3.91,"41,034",16,1358
467,468,Mister Pip,Lloyd Jones,3.67,"22,280",16,1356
468,469,"Case Histories (Jackson Brodie, #1)",Kate Atkinson,3.81,"103,697",18,1354
469,470,The March,E.L. Doctorow,3.76,"13,299",18,1353
470,471,"Wolves of the Calla (The Dark Tower, #5)",Stephen King,4.19,"175,980",18,1340
471,472,Number9Dream,David Mitchell,3.87,"24,873",17,1333
472,473,Skeletons at the Feast,Chris Bohjalian,really,liked,15,1318
473,474,"Life As We Knew It (Last Survivors, #1)",Susan Beth Pfeffer,3.88,"125,541",16,1317
474,474,Educated,Tara Westover,4.47,"1,346,329",17,1317
475,476,"Crossed (Matched, #2)",Ally Condie,3.52,"238,558",19,1316
476,477,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",Terry Pratchett,4.31,"71,445",17,1315
477,477,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,4.05,"346,635",17,1315
478,479,Big Little Lies,Liane Moriarty,4.30,"944,722",18,1306
479,480,"Thud! (Discworld, #34; City Watch, #7)",Terry Pratchett,4.34,"70,315",15,1304
480,481,Star of the Sea,Joseph O'Connor,3.91,"10,482",16,1301
481,482,زندگی مه آلود پریا,سید مرتضی مصطفوی,3.28,991,13,1299
482,483,The Storied Life of A.J. Fikry,Gabrielle Zevin,4.02,"261,020",17,1298
483,484,Don't Close Your Eyes,Lynessa James,3.69,499,13,1295
484,485,"Obsidian (Lux, #1)",Jennifer L. Armentrout,4.15,"273,552",17,1293
485,485,"The Bridge To Caracas (The King Trilogy, #1)",Stephen Douglass,3.69,"3,812",13,1293
486,487,"Complicated Moonlight (DCYE, #2)",Lynessa Layne,4.30,240,13,1292
487,488,The Chronicle of Sapta Sindhu,Aporva Kala,3.52,"2,233",13,1288
488,489,Life Expectancy,Dean Koontz,really,liked,15,1279
489,490,"Seven Up (Stephanie Plum, #7)",Janet Evanovich,4.15,"123,649",15,1275
490,491,Alexander Hamilton,Ron Chernow,4.22,"171,149",15,1273
491,492,"Fade (Wake, #2)",Lisa McMann,3.92,"52,137",16,1271
492,493,A Mercy,Toni Morrison,3.73,"27,419",15,1269
493,494,The Terror,Dan Simmons,4.07,"57,253",14,1267
494,495,"Passion (Fallen, #3)",Lauren Kate,3.86,"164,166",17,1263
495,496,The Night Watch,Sarah Waters,3.70,"30,389",15,1256
496,497,Duma Key,Stephen King,3.97,"117,035",16,1254
497,498,"Forever (The Wolves of Mercy Falls, #3)",Maggie Stiefvater,3.89,"121,048",19,1253
498,499,"Across the Nightingale Floor (Tales of the Otori, #1)",Lian Hearn,4.06,"40,353",14,1252
499,499,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,4.33,"537,074",16,1252
500,501,"Sovereign (Matthew Shardlake, #3)",C.J. Sansom,4.23,"28,062",15,1247
501,502,"Lirael (Abhorsen, #2)",Garth Nix,4.28,"115,742",15,1246
502,503,"Hopeless (Hopeless, #1)",Colleen Hoover,4.27,"461,645",17,1244
503,504,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,3.87,"86,099",15,1229
504,505,"In the Night Garden (The Orphan's Tales, #1)",Catherynne M. Valente,4.01,"9,186",13,1219
505,506,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,4.13,"255,899",17,1217
506,506,"The Snowman (Harry Hole, #7)",Jo Nesbø,4.02,"131,552",16,1217
507,508,"Burned (House of Night, #7)",P.C. Cast,3.96,"154,642",19,1213
508,509,"Dead Witch Walking (The Hollows, #1)",Kim Harrison,4.03,"123,147",16,1202
509,510,"Kushiel's Dart (Phèdre's Trilogy, #1)",Jacqueline Carey,4.02,"77,787",14,1200
510,511,Midnight Sun [2008 Draft],Stephenie Meyer,4.01,"148,487",16,1199
511,511,"The Angel Experiment (Maximum Ride, #1)",James Patterson,4.07,"220,269",16,1199
512,513,"Aegis Rising (The Aegis League, #1)",S.S. Segran,3.59,"2,492",12,1198
513,514,"Gone (Wake, #3)",Lisa McMann,3.71,"31,146",15,1197
514,514,"Fire (Graceling Realm, #2)",Kristin Cashore,4.10,"180,148",16,1197
515,516,The Raw Shark Texts,Steven  Hall,3.82,"20,049",13,1195
516,516,"Pattern Recognition (Blue Ant, #1)",William Gibson,3.87,"49,625",16,1195
517,516,"Phantom Wolf (Phantom Wolf, #1)",Kia Carrington-Russell,3.55,"2,163",12,1195
518,519,"Throne of Novoxos (Van Laven Chronicles, #1)",Tyler Chase,3.61,"2,392",12,1193
519,520,"Hard Eight (Stephanie Plum, #8)",Janet Evanovich,4.17,"122,179",15,1192
520,521,Saving CeeCee Honeycutt,Beth Hoffman,3.95,"82,882",15,1190
521,521,"Trust: A New Beginning (Trust Trilogy, #1)",Cristiane Serruya,3.54,"2,755",12,1190
522,523,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.63,"1,111,721",14,1189
523,524,Embassytown,China Miéville,3.89,"30,575",14,1184
524,525,"Iron Kissed (Mercy Thompson, #3)",Patricia Briggs,4.34,"120,815",16,1181
525,526,Bossypants,Tina Fey,3.96,"968,535",16,1174
526,527,Peony in Love,Lisa See,3.63,"46,566",17,1171
527,528,The Book of Salt,Monique Truong,3.52,"5,888",13,1170
528,529,The Nix,Nathan  Hill,4.07,"68,467",13,1161
529,530,American Born Chinese,Gene Luen Yang,3.89,"88,839",14,1159
530,531,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,Nicholas D. Kristof,4.28,"54,277",14,1156
531,531,The Children of Húrin,J.R.R. Tolkien,4.02,"78,680",14,1156
532,533,The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,3.96,"264,481",15,1154
533,534,"To the Nines (Stephanie Plum, #9)",Janet Evanovich,4.16,"117,112",14,1152
534,535,The Silver Linings Playbook,Matthew Quick,3.98,"156,247",15,1145
535,536,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,3.89,"674,071",15,1144
536,537,"Elantris (Elantris, #1)",Brandon Sanderson,4.19,"239,368",14,1136
537,538,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,4.02,"311,207",15,1134
538,539,"The Likeness (Dublin Murder Squad, #2)",Tana French,4.06,"154,798",15,1132
539,540,"The Hundred Thousand Kingdoms (Inheritance, #1)",N.K. Jemisin,3.89,"70,343",13,1125
540,541,State of Wonder,Ann Patchett,3.89,"181,733",17,1124
541,542,"1st to Die (Women's Murder Club, #1)",James Patterson,4.10,"328,915",14,1122
542,543,Dark Matter,Blake Crouch,4.13,"408,338",14,1121
543,544,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,4.33,"188,396",16,1120
544,544,"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,3.79,"863,883",16,1120
545,546,The People of Paper,Salvador Plascencia,4.08,"5,137",12,1118
546,546,The First Fifteen Lives of Harry August,Claire North,4.03,"82,879",12,1118
547,548,Oblivion: Stories,David Foster Wallace,4.07,"14,004",12,1117
548,549,My Life in France,Julia Child,4.15,"87,663",14,1113
549,550,The Inheritance of Loss,Kiran Desai,3.45,"51,521",15,1110
550,551,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,4.03,"174,572",15,1107
551,552,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",Philippa Gregory,3.88,"95,834",15,1106
552,552,Between Shades of Gray,Ruta Sepetys,4.37,"223,817",15,1106
553,554,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler,3.84,"162,214",13,1104
554,555,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",Michael Scott,3.86,"155,749",15,1102
555,556,"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,4.35,"127,861",13,1101
556,557,The God Complex,Chris Titus,3.71,"1,584",11,1100
557,557,Meeting With Christ and Other Poems,Deepak Chaswal,4.42,89,11,1100
558,559,Curiosity kills the KatHA,Ashok  Kallarakkal,3.71,72,11,1099
559,560,"Persepolis 2: The Story of a Return (Persepolis, #2)",Marjane Satrapi,4.21,"72,718",13,1095
560,561,"Child 44 (Leo Demidov, #1)",Tom Rob Smith,4.10,"83,141",13,1089
561,562,The Warmth of Other Suns: the Epic Story of America's Great Migration,Isabel Wilkerson,4.45,"94,043",13,1086
562,563,"Where She Went (If I Stay, #2)",Gayle Forman,3.99,"287,771",15,1085
563,564,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.38,"405,213",13,1084
564,565,Handle with Care,Jodi Picoult,3.99,"125,899",14,1081
565,566,"Pandemonium (Delirium, #2)",Lauren Oliver,4.03,"234,627",15,1080
566,567,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",Terry Pratchett,4.22,"69,721",13,1078
567,568,"Princess Academy (Princess Academy, #1)",Shannon Hale,4.03,"113,808",15,1075
568,569,Small Island,Andrea Levy,really,liked,14,1073
569,570,Eleanor Oliphant Is Completely Fine,Gail Honeyman,4.25,"1,112,152",15,1071
570,571,"Three Day Road (Bird Family Trilogy, #1)",Joseph Boyden,4.29,"23,785",12,1070
571,572,The Lost: A Search for Six of Six Million,Daniel Mendelsohn,4.02,"6,647",14,1069
572,573,The Sacred Band,Janet E. Morris,4.47,304,11,1067
573,574,Truth & Beauty,Ann Patchett,3.96,"40,801",14,1066
574,575,The Lace Reader,Brunonia Barry,3.48,"28,516",13,1065
575,576,Lisey's Story,Stephen King,3.70,"82,573",13,1062
576,577,The Wind Through the Keyhole,Stephen King,4.15,"78,468",14,1061
577,578,"The Awakening (Darkest Powers, #2)",Kelley Armstrong,4.14,"113,740",16,1060
578,579,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,4.06,"54,286",14,1057
